Gene_Name	Num_Events	APA_ID	Transcript	Gene	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	simB5.PAU	simB4.PAU	simB3.PAU	simB2.PAU	simB1.PAU	simA5.PAU	simA4.PAU	simA3.PAU	simA2.PAU	simA1.PAU
KCTD8	2	ENSG00000183783.7_1_D	L00000360029.4	ENSG00000183783.7	chr4	44172902	44175250	-	44172902	44174789	1887	25.301	24.178	25.683	23.936	25.833	89.837	88.444	90.37	92.382	89.991
KCTD8	2	ENSG00000183783.7_2_P	L00000360029.4	ENSG00000183783.7	chr4	44173902	44175250	-	44173902	44174789	887	74.699	75.822	74.317	76.064	74.167	10.163	11.556	9.63	7.618	10.009
KDELR1	2	ENSG00000105438.9_1_D	L00000597017.5	ENSG00000105438.9	chr19	48381577	48383327	-	48381577	48383292	1715	74.477	56.405	56.963	65.19	63.938	22.23	24.201	29.751	24.92	22.903
KDELR1	2	ENSG00000105438.9_2_P	L00000597017.5	ENSG00000105438.9	chr19	48382577	48383327	-	48382577	48383292	715	25.523	43.595	43.037	34.81	36.062	77.77	75.799	70.249	75.08	77.097
KDM1A	2	ENSG00000004487.17_1_P	L00000400181.9	ENSG00000004487.17	chr1	23083178	23083689	+	23083364	23083689	325	67.736	74.078	68.228	67.69	65.21	68.148	70.391	68.372	70.958	68.83
KDM1A	2	ENSG00000004487.17_2_D	L00000400181.9	ENSG00000004487.17	chr1	23083178	23084689	+	23083364	23084689	1325	32.264	25.922	31.772	32.31	34.79	31.852	29.609	31.628	29.042	31.17
KDM2A	2	ENSG00000173120.15_1_P	L00000529006.7	ENSG00000173120.15	chr11	67254873	67258082	+	67255055	67258082	3027	42.139	41.473	43.214	43.003	44.524	43.579	40.458	41.971	47.875	43.163
KDM2A	2	ENSG00000173120.15_2_D	L00000529006.7	ENSG00000173120.15	chr11	67254873	67259082	+	67255055	67259082	4027	57.861	58.527	56.786	56.997	55.476	56.421	59.542	58.029	52.125	56.837
KDM2B	2	ENSG00000089094.19_1_D	L00000377071.9	ENSG00000089094.19	chr12	121428095	121430469	-	121428095	121430287	2192	59.441	56.762	58.407	53.227	57.202	53.588	54.13	56.959	51.094	55.875
KDM2B	2	ENSG00000089094.19_2_P	L00000377071.9	ENSG00000089094.19	chr12	121429095	121430469	-	121429095	121430287	1192	40.559	43.238	41.593	46.773	42.798	46.412	45.87	43.041	48.906	44.125
KDM4C	2	ENSG00000107077.19_1_P	L00000381306.7	ENSG00000107077.19	chr9	7169797	7170932	+	7170040	7170932	892	0	0	16.008	23.92	19.369	80.381	74.973	78.081	78.65	79.987
KDM4C	2	ENSG00000107077.19_2_D	L00000381306.7	ENSG00000107077.19	chr9	7169797	7171932	+	7170040	7171932	1892	100	100	83.992	76.08	80.631	19.619	25.027	21.919	21.35	20.013
KDM4E	2	ENSG00000235268.2_1_P	L00000450979.2	ENSG00000235268.2	chr11	95025257	95027596	+	95027078	95027596	518	23.4	20.5	19.735	16.172	18.019	85.293	88.805	92.324	93.999	91.716
KDM4E	2	ENSG00000235268.2_2_D	L00000450979.2	ENSG00000235268.2	chr11	95025257	95028596	+	95027078	95028596	1518	76.6	79.5	80.265	83.828	81.981	14.707	11.195	7.676	6.001	8.284
KDM6A	2	ENSG00000147050.16_1_P	L00000611820.5	ENSG00000147050.16	chrX	45111381	45112779	+	45111411	45112779	1368	53.729	44.241	53.336	43.392	54.636	51.974	53.09	52.403	50.312	54.977
KDM6A	2	ENSG00000147050.16_2_D	L00000611820.5	ENSG00000147050.16	chrX	45111381	45113779	+	45111411	45113779	2368	46.271	55.759	46.664	56.608	45.364	48.026	46.91	47.597	49.688	45.023
KDSR	2	ENSG00000119537.18_1_D	L00000645214.2	ENSG00000119537.18	chr18	63326725	63331901	-	63326725	63331781	5056	35.487	41.086	32.121	38.575	40.354	100	100	99.379	95.688	98.484
KDSR	2	ENSG00000119537.18_2_P	L00000645214.2	ENSG00000119537.18	chr18	63327725	63331901	-	63327725	63331781	4056	64.513	58.914	67.879	61.425	59.646	0	0	0.621	4.312	1.516
KHDC1	2	ENSG00000135314.12_1_D	L00000370384.7	ENSG00000135314.12	chr6	73240313	73241728	-	73240313	73241528	1215	29.981	28.049	30.552	31.097	28.747	28.932	29.69	32.303	28.672	29.193
KHDC1	2	ENSG00000135314.12_2_P	L00000370384.7	ENSG00000135314.12	chr6	73241313	73241728	-	73241313	73241528	215	70.019	71.951	69.448	68.903	71.253	71.068	70.31	67.697	71.328	70.807
KHDC1L	2	ENSG00000256980.5_1_D	L00000370388.4	ENSG00000256980.5	chr6	73222543	73223839	-	73222543	73223747	1204	26.589	29.181	30.296	28.3	30.947	30.778	33.182	27.882	23.273	29.629
KHDC1L	2	ENSG00000256980.5_2_P	L00000370388.4	ENSG00000256980.5	chr6	73223543	73223839	-	73223543	73223747	204	73.411	70.819	69.704	71.7	69.053	69.222	66.818	72.118	76.727	70.371
KHDRBS2	2	ENSG00000112232.10_1_D	L00000281156.5	ENSG00000112232.10	chr6	61678960	61681060	-	61678960	61680962	2002	52.784	52.444	51.228	46.992	48.908	50.117	49.509	40.676	46.137	49.055
KHDRBS2	2	ENSG00000112232.10_2_P	L00000281156.5	ENSG00000112232.10	chr6	61679960	61681060	-	61679960	61680962	1002	47.216	47.556	48.772	53.008	51.092	49.883	50.491	59.324	53.863	50.945
KIAA0040	2	ENSG00000235750.10_1_D	L00000423313.6	ENSG00000235750.10	chr1	175155985	175161146	-	175155985	175160713	4728	76.291	79.332	79.051	68.084	78.11	19.604	18.32	19.535	21.377	21.221
KIAA0040	2	ENSG00000235750.10_2_P	L00000423313.6	ENSG00000235750.10	chr1	175156985	175161146	-	175156985	175160713	3728	23.709	20.668	20.949	31.916	21.89	80.396	81.68	80.465	78.623	78.779
KIAA0100	2	ENSG00000007202.15_1_D	L00000528896.7	ENSG00000007202.15	chr17	28613445	28615246	-	28613445	28615063	1618	38.934	43.121	45.351	43.594	47.236	43.826	48.835	43.744	45.749	52.351
KIAA0100	2	ENSG00000007202.15_2_P	L00000528896.7	ENSG00000007202.15	chr17	28614445	28615246	-	28614445	28615063	618	61.066	56.879	54.649	56.406	52.764	56.174	51.165	56.256	54.251	47.649
KIAA0232	2	ENSG00000170871.12_1_P	L00000307659.6	ENSG00000170871.12	chr4	6880786	6884164	+	6880966	6884164	3198	46.11	47.252	45.059	46.279	46.284	50.535	41.584	52.259	50.187	55.468
KIAA0232	2	ENSG00000170871.12_2_D	L00000307659.6	ENSG00000170871.12	chr4	6880786	6885164	+	6880966	6885164	4198	53.89	52.748	54.941	53.721	53.716	49.465	58.416	47.741	49.813	44.532
KIAA0319	2	ENSG00000137261.15_1_D	L00000535378.5	ENSG00000137261.15	chr6	24543103	24547343	-	24543103	24547164	4061	58.825	57.793	57.161	55.531	61.021	55.667	54.197	55.033	54.401	54.509
KIAA0319	2	ENSG00000137261.15_2_P	L00000535378.5	ENSG00000137261.15	chr6	24544103	24547343	-	24544103	24547164	3061	41.175	42.207	42.839	44.469	38.979	44.333	45.803	44.967	45.599	45.491
KIAA0586	2	ENSG00000100578.18_1_P	L00000652326.2	ENSG00000100578.18	chr14	58547780	58551297	+	58547932	58551297	3365	31.1	29.698	26.579	26.282	27.844	66.219	65.256	63.044	64.311	65.782
KIAA0586	2	ENSG00000100578.18_2_D	L00000652326.2	ENSG00000100578.18	chr14	58547780	58552297	+	58547932	58552297	4365	68.9	70.302	73.421	73.718	72.156	33.781	34.744	36.956	35.689	34.218
KIAA0930	2	ENSG00000100364.19_1_D	L00000336156.10	ENSG00000100364.19	chr22	45191243	45197216	-	45191243	45197175	5932	85.51	88.316	85.263	87.539	87.74	19.933	16.882	17.832	17.968	18.158
KIAA0930	2	ENSG00000100364.19_2_P	L00000336156.10	ENSG00000100364.19	chr22	45192243	45197216	-	45192243	45197175	4932	14.49	11.684	14.737	12.461	12.26	80.067	83.118	82.168	82.032	81.842
KIAA1109	2	ENSG00000138688.16_1_P	L00000679879.1	ENSG00000138688.16	chr4	122362030	122362752	+	122362247	122362752	505	62.889	60.419	59.62	61.98	59.163	62.054	58.7	59.004	58.608	57.922
KIAA1109	2	ENSG00000138688.16_2_D	L00000679879.1	ENSG00000138688.16	chr4	122362030	122363752	+	122362247	122363752	1505	37.111	39.581	40.38	38.02	40.837	37.946	41.3	40.996	41.392	42.078
KIAA1191	2	ENSG00000122203.15_1_D	L00000298569.9	ENSG00000122203.15	chr5	176345061	176347808	-	176345061	176347599	2538	79.594	82.364	84.305	82.196	85.723	27.51	28.065	31.788	32.897	30.035
KIAA1191	2	ENSG00000122203.15_2_P	L00000298569.9	ENSG00000122203.15	chr5	176346061	176347808	-	176346061	176347599	1538	20.406	17.636	15.695	17.804	14.277	72.49	71.935	68.212	67.103	69.965
KIAA1755	2	ENSG00000149633.12_1_D	L00000279024.9	ENSG00000149633.12	chr20	38209502	38213743	-	38209502	38213041	3539	61.237	48.225	60.263	48.559	56.907	54.296	51.779	53.252	52.021	54.959
KIAA1755	2	ENSG00000149633.12_2_P	L00000279024.9	ENSG00000149633.12	chr20	38210502	38213743	-	38210502	38213041	2539	38.763	51.775	39.737	51.441	43.093	45.704	48.221	46.748	47.979	45.041
KIAA1958	2	ENSG00000165185.15_1_P	L00000337530.11	ENSG00000165185.15	chr9	112659262	112669397	+	112660069	112669397	9328	46.662	46.639	40.961	45.552	46.828	45.547	45.178	46.103	44.161	42.612
KIAA1958	2	ENSG00000165185.15_2_D	L00000337530.11	ENSG00000165185.15	chr9	112659262	112670397	+	112660069	112670397	10328	53.338	53.361	59.039	54.448	53.172	54.453	54.822	53.897	55.839	57.388
KIF12	2	ENSG00000136883.14_1_D	L00000640217.1	ENSG00000136883.14	chr9	114090637	114092000	-	114090637	114091860	1223	57.029	50.895	48.475	45.829	43.513	9.918	17.821	14.026	11.658	14.554
KIF12	2	ENSG00000136883.14_2_P	L00000640217.1	ENSG00000136883.14	chr9	114091637	114092000	-	114091637	114091860	223	42.971	49.105	51.525	54.171	56.487	90.082	82.179	85.974	88.342	85.446
KIF14	2	ENSG00000118193.12_1_D	L00000367350.5	ENSG00000118193.12	chr1	200550499	200553767	-	200550499	200553387	2888	60.182	53.532	51.46	51.018	54.095	58.477	56.4	54.608	51.705	59.568
KIF14	2	ENSG00000118193.12_2_P	L00000367350.5	ENSG00000118193.12	chr1	200551499	200553767	-	200551499	200553387	1888	39.818	46.468	48.54	48.982	45.905	41.523	43.6	45.392	48.295	40.432
KIF16B	2	ENSG00000089177.19_1_D	L00000354981.7	ENSG00000089177.19	chr20	16271103	16273411	-	16271103	16273252	2149	74.398	73.971	74.333	73.621	73.038	19.279	18.719	17.123	18.653	17.58
KIF16B	2	ENSG00000089177.19_2_P	L00000354981.7	ENSG00000089177.19	chr20	16272103	16273411	-	16272103	16273252	1149	25.602	26.029	25.667	26.379	26.962	80.721	81.281	82.877	81.347	82.42
KIF17	2	ENSG00000117245.13_1_D	L00000247986.2	ENSG00000117245.13	chr1	20663015	20664762	-	20663015	20664583	1568	41.899	41.526	41.643	39.29	46.422	45.62	41.715	45.266	41.382	47.721
KIF17	2	ENSG00000117245.13_2_P	L00000247986.2	ENSG00000117245.13	chr1	20664015	20664762	-	20664015	20664583	568	58.101	58.474	58.357	60.71	53.578	54.38	58.285	54.734	58.618	52.279
KIF18B	2	ENSG00000186185.14_1_D	L00000587309.5	ENSG00000186185.14	chr17	44923708	44926499	-	44923708	44926399	2691	50.862	46.805	50.645	53.38	53.435	48.052	49.977	48.504	48.37	47.167
KIF18B	2	ENSG00000186185.14_2_P	L00000587309.5	ENSG00000186185.14	chr17	44924708	44926499	-	44924708	44926399	1691	49.138	53.195	49.355	46.62	46.565	51.948	50.023	51.496	51.63	52.833
KIF1A	2	ENSG00000130294.18_1_D	L00000498729.9	ENSG00000130294.18	chr2	240712766	240717406	-	240712766	240717363	4597	56.784	61.895	55.093	54.163	56.582	57.231	55.299	55.508	57.449	59.508
KIF1A	2	ENSG00000130294.18_2_P	L00000498729.9	ENSG00000130294.18	chr2	240713766	240717406	-	240713766	240717363	3597	43.216	38.105	44.907	45.837	43.418	42.769	44.701	44.492	42.551	40.492
KIF1B	2	ENSG00000054523.18_1_P	L00000676179.1	ENSG00000054523.18	chr1	10376544	10381603	+	10376587	10381603	5016	0	15.034	25.249	0	20.414	69.885	69.01	69.854	70.524	71.914
KIF1B	2	ENSG00000054523.18_2_D	L00000676179.1	ENSG00000054523.18	chr1	10376544	10382603	+	10376587	10382603	6016	100	84.966	74.751	100	79.586	30.115	30.99	30.146	29.476	28.086
KIF20A	2	ENSG00000112984.12_1_P	L00000394894.8	ENSG00000112984.12	chr5	138187095	138187723	+	138187413	138187723	310	41.344	29.311	41.357	39.162	21.55	86.577	88.09	88.407	88.265	87.96
KIF20A	2	ENSG00000112984.12_2_D	L00000394894.8	ENSG00000112984.12	chr5	138187095	138188723	+	138187413	138188723	1310	58.656	70.689	58.643	60.838	78.45	13.423	11.91	11.593	11.735	12.04
KIF21A	2	ENSG00000139116.19_1_D	L00000361961.7	ENSG00000139116.19	chr12	39292228	39294517	-	39292228	39294423	2195	34.163	30.957	29.579	32.692	32.327	95.658	92.135	91.526	87.967	93.366
KIF21A	2	ENSG00000139116.19_2_P	L00000361961.7	ENSG00000139116.19	chr12	39293228	39294517	-	39293228	39294423	1195	65.837	69.043	70.421	67.308	67.673	4.342	7.865	8.474	12.033	6.634
KIF23	2	ENSG00000137807.16_1_P	L00000260363.9	ENSG00000137807.16	chr15	69447791	69448427	+	69447807	69448427	620	44.563	41.137	40.814	35.145	36.081	79.89	78.131	81.301	86.032	84.183
KIF23	2	ENSG00000137807.16_2_D	L00000260363.9	ENSG00000137807.16	chr15	69447791	69449427	+	69447807	69449427	1620	55.437	58.863	59.186	64.855	63.919	20.11	21.869	18.699	13.968	15.817
KIF26B	2	ENSG00000162849.16_1_P	L00000407071.7	ENSG00000162849.16	chr1	245702457	245709432	+	245702606	245709432	6826	60.522	56.468	58.218	70.161	61.735	27.274	24.649	26.401	27.517	22.164
KIF26B	2	ENSG00000162849.16_2_D	L00000407071.7	ENSG00000162849.16	chr1	245702457	245710432	+	245702606	245710432	7826	39.478	43.532	41.782	29.839	38.265	72.726	75.351	73.599	72.483	77.836
KIF3B	2	ENSG00000101350.8_1_P	L00000375712.4	ENSG00000101350.8	chr20	32331222	32335011	+	32331319	32335011	3692	0	0	0	0	0	70.441	71.701	69.509	74.105	77.325
KIF3B	2	ENSG00000101350.8_2_D	L00000375712.4	ENSG00000101350.8	chr20	32331222	32336011	+	32331319	32336011	4692	100	100	100	100	100	29.559	28.299	30.491	25.895	22.675
KIF4A	2	ENSG00000090889.12_1_P	L00000374403.4	ENSG00000090889.12	chrX	70420061	70420886	+	70420265	70420886	621	80.179	82.617	82.585	83.963	84.659	40.277	39.857	44.587	37.92	38.418
KIF4A	2	ENSG00000090889.12_2_D	L00000374403.4	ENSG00000090889.12	chrX	70420061	70421886	+	70420265	70421886	1621	19.821	17.383	17.415	16.037	15.341	59.723	60.143	55.413	62.08	61.582
KIF4B	2	ENSG00000226650.6_1_P	L00000435029.6	ENSG00000226650.6	chr5	155013754	155018141	+	155017564	155018141	577	34.193	33.607	33.272	33.504	31.453	97.937	97.707	98.522	98.027	97.794
KIF4B	2	ENSG00000226650.6_2_D	L00000435029.6	ENSG00000226650.6	chr5	155013754	155019141	+	155017564	155019141	1577	65.807	66.393	66.728	66.496	68.547	2.063	2.293	1.478	1.973	2.206
KIFBP	2	ENSG00000198954.9_1_P	L00000635971.2	ENSG00000198954.9	chr10	69041563	69043544	+	69041713	69043544	1831	79.971	75.457	71.459	76.088	82.103	23.056	26.012	0	12.133	0
KIFBP	2	ENSG00000198954.9_2_D	L00000635971.2	ENSG00000198954.9	chr10	69041563	69044544	+	69041713	69044544	2831	20.029	24.543	28.541	23.912	17.897	76.944	73.988	100	87.867	100
KIR3DL1	2	ENSG00000167633.18_1_P	L00000391728.8	ENSG00000167633.18	chr19	54830098	54830778	+	54830275	54830778	503	75.123	75.001	73.722	77.032	75.722	26.732	28.253	33.284	24.07	37.912
KIR3DL1	2	ENSG00000167633.18_2_D	L00000391728.8	ENSG00000167633.18	chr19	54830098	54831778	+	54830275	54831778	1503	24.877	24.999	26.278	22.968	24.278	73.268	71.747	66.716	75.93	62.088
KIR3DL3	2	ENSG00000242019.1_1_P	L00000291860.1	ENSG00000242019.1	chr19	54735970	54736536	+	54736096	54736536	440	64.457	63.264	63.071	61.107	63.165	65.326	63.966	63.283	61.132	64.121
KIR3DL3	2	ENSG00000242019.1_2_D	L00000291860.1	ENSG00000242019.1	chr19	54735970	54737536	+	54736096	54737536	1440	35.543	36.736	36.929	38.893	36.835	34.674	36.034	36.717	38.868	35.879
KIRREL1	2	ENSG00000183853.18_1_P	L00000368173.7	ENSG00000183853.18	chr1	158094643	158100261	+	158095120	158100261	5141	43.989	46.543	45.893	42.063	44.66	44.462	41.336	46.184	46.263	46.39
KIRREL1	2	ENSG00000183853.18_2_D	L00000368173.7	ENSG00000183853.18	chr1	158094643	158101261	+	158095120	158101261	6141	56.011	53.457	54.107	57.937	55.34	55.538	58.664	53.816	53.737	53.61
KIZ	2	ENSG00000088970.16_1_P	L00000616679.4	ENSG00000088970.16	chr20	21244244	21246622	+	21244332	21246622	2290	38.282	44.974	51.713	48.907	47.413	24.769	38.249	56.747	49.927	44.154
KIZ	2	ENSG00000088970.16_2_D	L00000616679.4	ENSG00000088970.16	chr20	21244244	21247622	+	21244332	21247622	3290	61.718	55.026	48.287	51.093	52.587	75.231	61.751	43.253	50.073	55.846
KL	2	ENSG00000133116.8_1_P	L00000380099.4	ENSG00000133116.8	chr13	33063848	33066143	+	33064186	33066143	1957	47.275	42.511	51.39	42.558	55.562	44.137	45.572	44.561	45.382	42.785
KL	2	ENSG00000133116.8_2_D	L00000380099.4	ENSG00000133116.8	chr13	33063848	33067143	+	33064186	33067143	2957	52.725	57.489	48.61	57.442	44.438	55.863	54.428	55.439	54.618	57.215
KLF10	2	ENSG00000155090.15_1_D	L00000395884.3	ENSG00000155090.15	chr8	102647785	102650391	-	102647785	102650131	2346	49.161	47.551	49.874	54.562	55.614	52.359	57.368	52.432	49.665	48.572
KLF10	2	ENSG00000155090.15_2_P	L00000395884.3	ENSG00000155090.15	chr8	102648785	102650391	-	102648785	102650131	1346	50.839	52.449	50.126	45.438	44.386	47.641	42.632	47.568	50.335	51.428
KLF14	2	ENSG00000266265.4_1_D	L00000583337.4	ENSG00000266265.4	chr7	130729696	130734207	-	130729696	130733061	3365	85.649	75.025	100	93.742	79.93	17.204	21.17	14.297	16.122	19.641
KLF14	2	ENSG00000266265.4_2_P	L00000583337.4	ENSG00000266265.4	chr7	130730696	130734207	-	130730696	130733061	2365	14.351	24.975	0	6.258	20.07	82.796	78.83	85.703	83.878	80.359
KLHDC1	2	ENSG00000197776.8_1_P	L00000359332.7	ENSG00000197776.8	chr14	49751585	49753150	+	49751772	49753150	1378	31.815	33.614	44.846	46.901	38.877	36.089	44.706	43.107	48.795	41.345
KLHDC1	2	ENSG00000197776.8_2_D	L00000359332.7	ENSG00000197776.8	chr14	49751585	49754150	+	49751772	49754150	2378	68.185	66.386	55.154	53.099	61.123	63.911	55.294	56.893	51.205	58.655
KLHDC2	2	ENSG00000165516.11_1_P	L00000298307.10	ENSG00000165516.11	chr14	49782829	49786385	+	49782953	49786385	3432	61.233	63.727	67.773	69.727	62.745	21.961	18.574	20.078	19.616	18.417
KLHDC2	2	ENSG00000165516.11_2_D	L00000298307.10	ENSG00000165516.11	chr14	49782829	49787385	+	49782953	49787385	4432	38.767	36.273	32.227	30.273	37.255	78.039	81.426	79.922	80.384	81.583
KLHDC3	2	ENSG00000124702.18_1_P	L00000244670.12	ENSG00000124702.18	chr6	43020666	43021298	+	43020733	43021298	565	62.281	63.86	61.522	61.229	64.642	62.074	60.484	57.775	60.151	61.089
KLHDC3	2	ENSG00000124702.18_2_D	L00000244670.12	ENSG00000124702.18	chr6	43020666	43022298	+	43020733	43022298	1565	37.719	36.14	38.478	38.771	35.358	37.926	39.516	42.225	39.849	38.911
KLHDC7B	2	ENSG00000130487.9_1_P	L00000648057.3	ENSG00000130487.9	chr22	50545898	50551023	+	50549951	50551023	1072	44.096	43.533	34.307	40.182	46.685	40.232	46.734	50.673	41.864	41.635
KLHDC7B	2	ENSG00000130487.9_2_D	L00000648057.3	ENSG00000130487.9	chr22	50545898	50552023	+	50549951	50552023	2072	55.904	56.467	65.693	59.818	53.315	59.768	53.266	49.327	58.136	58.365
KLHL12	2	ENSG00000117153.16_1_D	L00000367261.8	ENSG00000117153.16	chr1	202890119	202892659	-	202890119	202892532	2413	51.173	52.236	51.722	49.992	55.005	50.667	55.006	52.258	56.327	53.491
KLHL12	2	ENSG00000117153.16_2_P	L00000367261.8	ENSG00000117153.16	chr1	202891119	202892659	-	202891119	202892532	1413	48.827	47.764	48.278	50.008	44.995	49.333	44.994	47.742	43.673	46.509
KLHL14	2	ENSG00000197705.10_1_D	L00000359358.9	ENSG00000197705.10	chr18	32671672	32674797	-	32671672	32674656	2984	55.679	52.174	53.716	55.107	56.885	55.92	56.211	56.74	54.024	59.735
KLHL14	2	ENSG00000197705.10_2_P	L00000359358.9	ENSG00000197705.10	chr18	32672672	32674797	-	32672672	32674656	1984	44.321	47.826	46.284	44.893	43.115	44.08	43.789	43.26	45.976	40.265
KLHL15	2	ENSG00000174010.9_1_D	L00000328046.8	ENSG00000174010.9	chrX	23982719	23989030	-	23982719	23987920	5201	53.733	54.799	56.787	59.028	49.059	57.868	56.519	58.885	57.081	57.095
KLHL15	2	ENSG00000174010.9_2_P	L00000328046.8	ENSG00000174010.9	chrX	23983719	23989030	-	23983719	23987920	4201	46.267	45.201	43.213	40.972	50.941	42.132	43.481	41.115	42.919	42.905
KLHL18	2	ENSG00000114648.12_1_P	L00000232766.6	ENSG00000114648.12	chr3	47343554	47346816	+	47343941	47346816	2875	81.064	81.076	81.159	81.612	80.106	21.021	18.255	26.153	24.61	25.805
KLHL18	2	ENSG00000114648.12_2_D	L00000232766.6	ENSG00000114648.12	chr3	47343554	47347816	+	47343941	47347816	3875	18.936	18.924	18.841	18.388	19.894	78.979	81.745	73.847	75.39	74.195
KLHL20	2	ENSG00000076321.11_1_P	L00000209884.5	ENSG00000076321.11	chr1	173785162	173786692	+	173785247	173786692	1445	68.138	71.095	66.53	70.287	67.727	22.524	19.366	21.756	13.641	4.393
KLHL20	2	ENSG00000076321.11_2_D	L00000209884.5	ENSG00000076321.11	chr1	173785162	173787692	+	173785247	173787692	2445	31.862	28.905	33.47	29.713	32.273	77.476	80.634	78.244	86.359	95.607
KLHL22	2	ENSG00000099910.17_1_D	L00000328879.9	ENSG00000099910.17	chr22	20440518	20442438	-	20440518	20442072	1554	65.672	58.16	65.354	66.402	68.26	30.008	24.298	27.48	28.865	27.963
KLHL22	2	ENSG00000099910.17_2_P	L00000328879.9	ENSG00000099910.17	chr22	20441518	20442438	-	20441518	20442072	554	34.328	41.84	34.646	33.598	31.74	69.992	75.702	72.52	71.135	72.037
KLHL24	2	ENSG00000114796.16_1_P	L00000454652.6	ENSG00000114796.16	chr3	183679085	183684477	+	183679286	183684477	5191	85.228	81.648	84.421	85.099	83.239	18.864	21.614	20.933	20.178	18.413
KLHL24	2	ENSG00000114796.16_2_D	L00000454652.6	ENSG00000114796.16	chr3	183679085	183685477	+	183679286	183685477	6191	14.772	18.352	15.579	14.901	16.761	81.136	78.386	79.067	79.822	81.587
KLHL26	2	ENSG00000167487.12_1_P	L00000300976.9	ENSG00000167487.12	chr19	18667663	18671721	+	18669245	18671721	2476	45.263	49.084	47.399	45.754	49.953	49.073	49.978	45.71	46.75	47.376
KLHL26	2	ENSG00000167487.12_2_D	L00000300976.9	ENSG00000167487.12	chr19	18667663	18672721	+	18669245	18672721	3476	54.737	50.916	52.601	54.246	50.047	50.927	50.022	54.29	53.25	52.624
KLHL31	2	ENSG00000124743.6_1_D	L00000370905.4	ENSG00000124743.6	chr6	53646915	53652330	-	53646915	53651597	4682	58.236	58.425	53.74	58.266	53.159	53.919	58.374	55.129	59.17	58.948
KLHL31	2	ENSG00000124743.6_2_P	L00000370905.4	ENSG00000124743.6	chr6	53647915	53652330	-	53647915	53651597	3682	41.764	41.575	46.26	41.734	46.841	46.081	41.626	44.871	40.83	41.052
KLHL4	2	ENSG00000102271.14_1_P	L00000373119.9	ENSG00000102271.14	chrX	87666474	87670050	+	87666534	87670050	3516	41.047	45.587	51.829	44.645	44.026	42.342	51.789	44.418	43.298	46.27
KLHL4	2	ENSG00000102271.14_2_D	L00000373119.9	ENSG00000102271.14	chrX	87666474	87671050	+	87666534	87671050	4516	58.953	54.413	48.171	55.355	55.974	57.658	48.211	55.582	56.702	53.73
KLHL6	2	ENSG00000172578.12_1_D	L00000341319.8	ENSG00000172578.12	chr3	183486550	183492228	-	183486550	183491926	5376	13.957	15.279	15.809	15.899	14.424	73.693	61.978	78.45	79.083	71.379
KLHL6	2	ENSG00000172578.12_2_P	L00000341319.8	ENSG00000172578.12	chr3	183487550	183492228	-	183487550	183491926	4376	86.043	84.721	84.191	84.101	85.576	26.307	38.022	21.55	20.917	28.621
KLHL7	2	ENSG00000122550.18_1_P	L00000339077.10	ENSG00000122550.18	chr7	23174014	23177914	+	23174298	23177914	3616	47.498	57.884	59.028	46.52	58.913	47.342	47.304	47.078	46.183	47.362
KLHL7	2	ENSG00000122550.18_2_D	L00000339077.10	ENSG00000122550.18	chr7	23174014	23178914	+	23174298	23178914	4616	52.502	42.116	40.972	53.48	41.087	52.658	52.696	52.922	53.817	52.638
KLK4	2	ENSG00000167749.11_1_D	L00000324041.5	ENSG00000167749.11	chr19	50905351	50907086	-	50905351	50906933	1582	29.344	22.099	24.156	28.885	26.771	71.23	82.251	70.286	76.021	70.26
KLK4	2	ENSG00000167749.11_2_P	L00000324041.5	ENSG00000167749.11	chr19	50906351	50907086	-	50906351	50906933	582	70.656	77.901	75.844	71.115	73.229	28.77	17.749	29.714	23.979	29.74
KLK6	2	ENSG00000167755.15_1_D	L00000376851.7	ENSG00000167755.15	chr19	50957630	50959316	-	50957630	50959163	1533	42.904	43.036	46.129	41.128	43.193	39.309	78.382	48.834	58.954	55.544
KLK6	2	ENSG00000167755.15_2_P	L00000376851.7	ENSG00000167755.15	chr19	50958630	50959316	-	50958630	50959163	533	57.096	56.964	53.871	58.872	56.807	60.691	21.618	51.166	41.046	44.456
KLK7	2	ENSG00000169035.12_1_D	L00000595820.6	ENSG00000169035.12	chr19	50975467	50977691	-	50975467	50977535	2068	49.113	55.208	53.923	52.292	55.664	51.911	49.739	53.407	50.832	53.33
KLK7	2	ENSG00000169035.12_2_P	L00000595820.6	ENSG00000169035.12	chr19	50976467	50977691	-	50976467	50977535	1068	50.887	44.792	46.077	47.708	44.336	48.089	50.261	46.593	49.168	46.67
KLLN	2	ENSG00000227268.5_1_D	L00000445946.5	ENSG00000227268.5	chr10	87858157	87863533	-	87858157	87861950	3793	62.259	62.23	60.54	58.721	64.76	57.449	60.238	55.609	69.511	66.341
KLLN	2	ENSG00000227268.5_2_P	L00000445946.5	ENSG00000227268.5	chr10	87859157	87863533	-	87859157	87861950	2793	37.741	37.77	39.46	41.279	35.24	42.551	39.762	44.391	30.489	33.659
KLRG1	2	ENSG00000139187.10_1_P	L00000356986.8	ENSG00000139187.10	chr12	9009425	9010751	+	9009537	9010751	1214	35.109	25.144	27.178	37.174	28.098	67.833	54.798	57.221	63.531	73.852
KLRG1	2	ENSG00000139187.10_2_D	L00000356986.8	ENSG00000139187.10	chr12	9009425	9011751	+	9009537	9011751	2214	64.891	74.856	72.822	62.826	71.902	32.167	45.202	42.779	36.469	26.148
